1,1,0,80,0,0,0,"OTHER_PLAT_LAND_CIV_GEN_MOTORCYCLE","Generic Motorcycle"
1,1,0,80,1,0,0,"OTHER_PLAT_LAND_CIV_GEN_MOTORCYCLE_SMALL","Generic Scooter (Small)"
1,1,0,80,2,0,0,"OTHER_PLAT_LAND_CIV_GEN_MOTORCYCLE_MIDSIZE","Generic Sport/Street (Mid-Size)"
1,1,0,80,3,0,0,"OTHER_PLAT_LAND_CIV_GEN_MOTORCYCLE_LARGE","Generic Cruiser (Large)"
1,1,0,80,4,0,0,"OTHER_PLAT_LAND_CIV_GEN_DIRT_BIKE","Generic Dirt Bike"
1,1,0,81,0,0,0,"OTHER_PLAT_LAND_CIV_CAR","Generic Car"
1,1,0,81,10,0,0,"OTHER_PLAT_LAND_CIV_GEN_CAR","Generic Car"
1,1,0,81,11,0,0,"OTHER_PLAT_LAND_CIV_GEN_CAR_TINY","Generic Car, Mini/Microcar (Tiny)"
1,1,0,81,12,0,0,"OTHER_PLAT_LAND_CIV_GEN_CAR_SMALL","Generic Car, Economy/Compact (Small)"
1,1,0,81,13,0,0,"OTHER_PLAT_LAND_CIV_GEN_CAR_MED","Generic Car, Intermediate/Standard (Medium)"
1,1,0,81,14,0,0,"OTHER_PLAT_LAND_CIV_GEN_CAR_LARGE","Generic Car, Full/Premium/Luxury (Large)"
1,1,0,81,15,0,0,"OTHER_PLAT_LAND_CIV_GEN_CAR_OVERSIZE","Generic Car, Oversize"
1,1,0,81,20,0,0,"OTHER_PLAT_LAND_CIV_COUPE","Generic 2-Door (Coupe)"
1,1,0,81,21,0,0,"OTHER_PLAT_LAND_CIV_COUPE_TINY","Generic 2-Door (Coupe), Mini/Microcar (Tiny)"
1,1,0,81,22,0,0,"OTHER_PLAT_LAND_CIV_COUPE_SMALL","Generic 2-Door (Coupe), Economy/Compact (Small)"
1,1,0,81,23,0,0,"OTHER_PLAT_LAND_CIV_COUPE_MED","Generic 2-Door (Coupe), Intermediate/Standard (Medium)"
1,1,0,81,30,0,0,"OTHER_PLAT_LAND_CIV_3D_HATCH","Generic 3-Door Hatchback"
1,1,0,81,31,0,0,"OTHER_PLAT_LAND_CIV_3D_HATCH_TINY","Generic 3-Door Hatchback, Mini/Microcar (Tiny)"
1,1,0,81,32,0,0,"OTHER_PLAT_LAND_CIV_3D_HATCH_SMALL","Generic 3-Door Hatchback, Economy/Compact (Small)"
1,1,0,81,40,0,0,"OTHER_PLAT_LAND_CIV_SEDAN","Generic 4-Door Sedan"
1,1,0,81,41,0,0,"OTHER_PLAT_LAND_CIV_SEDAN_TINY","Generic 4-Door Sedan, Mini/Microcar (Tiny)"
1,1,0,81,42,0,0,"OTHER_PLAT_LAND_CIV_SEDAN_SMALL","Generic 4-Door Sedan, Economy/Compact (Small)"
1,1,0,81,43,0,0,"OTHER_PLAT_LAND_CIV_SEDAN_MED","Generic 4-Door Sedan, Intermediate/Standard (Medium)"
1,1,0,81,44,0,0,"OTHER_PLAT_LAND_CIV_SEDAN_LARGE","Generic 4-Door Sedan, Full/Premium/Luxury (Large)"
1,1,0,81,45,0,0,"OTHER_PLAT_LAND_CIV_SEDAN_OVERSIZE","Generic 4-Door Sedan, Oversize"
1,1,0,81,50,0,0,"OTHER_PLAT_LAND_CIV_5D_HATCH","Generic 5-Door Hatchback"
1,1,0,81,51,0,0,"OTHER_PLAT_LAND_CIV_5D_HATCH_TINY","Generic 5-Door Hatchback, Mini/Microcar (Tiny)"
1,1,0,81,52,0,0,"OTHER_PLAT_LAND_CIV_5D_HATCH_SMALL","Generic 5-Door Hatchback, Economy/Compact (Small)"
1,1,0,81,53,0,0,"OTHER_PLAT_LAND_CIV_5D_HATCH_MED","Generic 5-Door Hatchback, Intermediate/Standard (Medium)"
1,1,0,81,54,0,0,"OTHER_PLAT_LAND_CIV_5D_HATCH_LARGE","Generic 5-Door Hatchback, Full/Premium/Luxury (Large)"
1,1,0,81,60,0,0,"OTHER_PLAT_LAND_CIV_GEN_WAGON","Generic Wagon"
1,1,0,81,62,0,0,"OTHER_PLAT_LAND_CIV_GEN_WAGON_SMALL","Generic Wagon, Economy/Compact (Small)"
1,1,0,81,63,0,0,"OTHER_PLAT_LAND_CIV_GEN_WAGON_MED","Generic Wagon, Intermediate/Standard (Medium)"
1,1,0,81,64,0,0,"OTHER_PLAT_LAND_CIV_GEN_WAGON_LARGE","Generic Wagon, Full/Premium/Luxury (Large)"
1,1,0,81,70,0,0,"OTHER_PLAT_LAND_CIV_MINIVAN","Generic Minivan"
1,1,0,81,80,0,0,"OTHER_PLAT_LAND_CIV_LIMO","Generic Limousine"
1,1,0,81,84,0,0,"OTHER_PLAT_LAND_CIV_LIMO_LARGE","Generic Limousine, Full/Premium/Luxury (Large)"
1,1,0,81,85,0,0,"OTHER_PLAT_LAND_CIV_LIMO_OVERSIZE","Generic Limousine, Oversize"
1,1,0,81,90,0,0,"OTHER_PLAT_LAND_CIV_GEN_SPORTS","Generic Sports (High Performance)"
1,1,0,81,100,0,0,"OTHER_PLAT_LAND_CIV_CONVERT","Generic Convertible"
1,1,0,81,101,0,0,"OTHER_PLAT_LAND_CIV_CONVERT_TINY","Generic Convertible, Mini/Microcar (Tiny)"
1,1,0,81,102,0,0,"OTHER_PLAT_LAND_CIV_CONVERT_SMALL","Generic Convertible, Economy/Compact (Small)"
1,1,0,81,103,0,0,"OTHER_PLAT_LAND_CIV_CONVERT_MED","Generic Convertible, Intermediate/Standard (Medium)"
1,1,0,81,104,0,0,"OTHER_PLAT_LAND_CIV_CONVERT_LARGE","Generic Convertible, Full/Premium/Luxury (Large)"
1,1,0,81,110,0,0,"OTHER_PLAT_LAND_CIV_GEN_SUV","Generic SUV"
1,1,0,81,112,0,0,"OTHER_PLAT_LAND_CIV_GEN_SUV_SMALL","Generic SUV, Economy/Compact (Small)"
1,1,0,81,113,0,0,"OTHER_PLAT_LAND_CIV_GEN_SUV_MED","Generic SUV, Intermediate/Standard (Medium)"
1,1,0,81,114,0,0,"OTHER_PLAT_LAND_CIV_GEN_SUV_LARGE","Generic SUV, Full/Premium/Luxury (Large)"
1,1,0,81,115,0,0,"OTHER_PLAT_LAND_CIV_GEN_SUV_OVERSIZE","Generic SUV, Oversize"
1,1,0,82,0,0,0,"OTHER_PLAT_LAND_CIV_GEN_BUS","Generic Bus"
1,1,0,82,1,0,0,"OTHER_PLAT_LAND_CIV_GEN_BUS_FLAT_NOSE","Generic Commuter (Flat Nose) Bus"
1,1,0,82,2,0,0,"OTHER_PLAT_LAND_CIV_GEN_BUS_SNOUT_NOSE","Generic Commuter (Snout Nose) Bus"
1,1,0,82,3,0,0,"OTHER_PLAT_LAND_CIV_GEN_BUS_SHUTTLE","Generic Shuttle Bus"
1,1,0,82,4,0,0,"OTHER_PLAT_LAND_CIV_GEN_BUS_DOUBLE_DECKER","Generic Double Decker Bus"
1,1,0,82,5,0,0,"OTHER_PLAT_LAND_CIV_GEN_BUS_GUIDED","Generic Guided Bus"
1,1,0,82,6,0,0,"OTHER_PLAT_LAND_CIV_GEN_BUS_KNEELING","Generic Kneeling Bus"
1,1,0,82,7,0,0,"OTHER_PLAT_LAND_CIV_GEN_BUS_MIDIBUS","Generic Midibus Bus"
1,1,0,82,8,0,0,"OTHER_PLAT_LAND_CIV_GEN_BUS_MINIBUS","Generic Minibus Bus"
1,1,0,82,9,0,0,"OTHER_PLAT_LAND_CIV_GEN_BUS_MINI_WHEELCHAIR","Generic Mini Wheelchair Bus"
1,1,0,82,10,0,0,"OTHER_PLAT_LAND_CIV_GEN_BUS_MOTORCOACH","Generic Motorcoach"
1,1,0,82,11,0,0,"OTHER_PLAT_LAND_CIV_GEN_BUS_PRISON","Generic Prison Bus"
1,1,0,82,12,0,0,"OTHER_PLAT_LAND_CIV_GEN_BUS_SCHOOLBUS","Generic Schoolbus"
1,1,0,82,13,0,0,"OTHER_PLAT_LAND_CIV_GEN_BUS_SCHOOL_WHEELCHAIR","Generic School Wheelchair Bus"
1,1,0,82,14,0,0,"OTHER_PLAT_LAND_CIV_GEN_BUS_TOUR","Generic Tour Bus"
